348,-12,39,21.090712489123035,1
392,-13,39,33.844804366303464,2
350,-20,32,33.46204187811927,2
93,-29,41,62.70474534454222,3
141,-15,27,31.70128788443975,2
142,-14,24,35.18946574285669,1
145,-13,16,27.393559297725222,2
107,-26,31,41.347172275110594,2
54,-39,37,40.17620509906048,2
65,-37,34,71.46481431809103,4
34,-43,36,25.69550366976538,1
60,-38,31,38.29415998357311,1
88,-30,34,20.050512666851475,1
144,-13,13,37.19931204396139,2
124,-21,20,28.8134674455946,2
104,-27,25,27.2837807788908,1
118,-23,23,56.71983302390779,2
122,-22,22,32.72063913645063,2
387,-19,19,31.449265791381166,2
140,-15,15,33.58860582167163,2
82,-32,34,33.02411340135685,2
92,-29,31,35.30018412441741,2
79,-33,33,38.34143463755561,2
136,-16,12,27.78338563197745,2
98,-28,21,69.5974426383259,3
135,-17,10,28.60950066006906,2
292,-13,6,19.219511716846043,1
396,-14,5,68.33374349178803,4
143,-13,5,38.45610530784106,2
133,-18,10,37.76105189345412,2
91,-29,21,27.858194282300335,1
110,-25,19,21.18700894463978,1
113,-24,18,40.70480673486735,2
139,-15,9,33.32113002295563,2
102,-27,17,72.03320483756548,4
127,-20,10,21.89983535240153,1
138,-15,5,62.635833110701654,3
296,-12,-1,26.283824704348802,1
399,-10,11,37.9383580395694,2
146,-10,9,36.255462434477806,2
291,-10,0,41.33151951269201,2
0,-56,26,28.590990024928253,2
2,-55,31,37.831874424921075,2
10,-53,28,29.674690250754438,2
16,-50,25,30.564414378377034,2
31,-44,21,30.10799659359516,2
6,-54,33,27.661325104571617,2
24,-46,25,36.08420254517142,2
25,-46,27,39.843110830335235,2
1,-56,37,21.275020357687097,1
3,-55,38,29.912929735309213,2
4,-55,39,32.504444699559315,2
13,-52,41,57.55194169353425,3
50,-40,27,29.811535112175484,2
71,-35,24,38.228131141135826,2
64,-37,26,33.59569183458293,2
123,-21,9,21.720538737999817,1
103,-27,24,54.83878440376119,2
128,-20,27,35.852628115238026,2
131,-19,27,37.42007679457806,2
137,-16,23,72.37770512875345,4
134,-18,27,41.19325498548847,2
49,-40,25,30.961192883709437,2
59,-38,23,42.12238075179604,2
78,-33,17,23.025895597041757,1
75,-34,15,33.233294263812155,2
48,-40,14,41.939878730346194,2
23,-46,14,49.04668061681596,2
58,-38,11,19.700775044554963,1
44,-41,11,33.702350210372835,1
57,-38,10,20.299454088761628,1
63,-37,9,28.492978552554177,1
81,-32,10,42.21876529174439,2
74,-34,8,50.436479285318214,2
62,-37,8,25.444181375380566,1
12,-52,3,19.712980587635265,1
9,-53,2,20.63672527189311,1
33,-43,4,37.98980946846089,2
43,-41,4,40.59943270333106,2
68,-36,4,33.15615387466816,2
67,-36,1,32.46427090905908,2
47,-40,-1,23.034398974102942,1
39,-42,-2,28.95194561147629,2
38,-42,-4,60.083603683426134,3
121,-22,-3,39.82304007912652,2
87,-30,-2,72.47358515757101,3
106,-26,-2,25.26681960557243,1
294,-15,-2,36.22870610501174,2
287,-18,0,19.568906671403617,1
132,-18,-1,28.227700225426425,2
289,-25,-1,44.22053698417892,2
77,-33,-1,47.22590201219881,3
97,-28,6,29.16774681064156,2
117,-23,9,34.52635693457863,2
